국가	시점	의약품	데이터
네덜란드	2004	소화성궤양 및 위장용 약물	50.1
네덜란드	2004	당뇨 약물	57.9
네덜란드	2004	심장 배당체	4.2
네덜란드	2004	항 부정맥제	2.6
네덜란드	2004	이뇨제	54.3
네덜란드	2004	진통제	9.3
네덜란드	2004	수면제 및 진정제	22.9
네덜란드	2004	항우울제	38.5
네덜란드	2005	소화관 및 신진대사	155.2
네덜란드	2005	제산제	0
네덜란드	2005	소화성궤양 및 위장용 약물	53.2
네덜란드	2005	당뇨 약물	60.6
네덜란드	2005	심장 배당체	3.9
네덜란드	2005	항 부정맥제	2.5
네덜란드	2005	이뇨제	55.3
네덜란드	2005	진통제	9.9
네덜란드	2005	수면제 및 진정제	22.1
네덜란드	2005	항우울제	39
네덜란드	2006	소화관 및 신진대사	163.6
네덜란드	2006	제산제	0
네덜란드	2006	소화성궤양 및 위장용 약물	56.7
네덜란드	2006	당뇨 약물	60.2
네덜란드	2006	심장 배당체	3.7
네덜란드	2006	항 부정맥제	2.8
네덜란드	2006	이뇨제	54.2
네덜란드	2006	진통제	10.3
네덜란드	2006	수면제 및 진정제	20.8
네덜란드	2006	항우울제	37.1
네덜란드	2007	소화관 및 신진대사	177.2
네덜란드	2007	제산제	0
네덜란드	2007	소화성궤양 및 위장용 약물	64
네덜란드	2007	당뇨 약물	68.5
네덜란드	2007	심장 배당체	3.5
네덜란드	2007	항 부정맥제	2.9
네덜란드	2007	이뇨제	55
네덜란드	2007	진통제	11.6
네덜란드	2007	수면제 및 진정제	21.2
네덜란드	2007	항우울제	39.9
네덜란드	2008	소화관 및 신진대사	188.1
네덜란드	2008	제산제	0
네덜란드	2008	소화성궤양 및 위장용 약물	71.3
네덜란드	2008	당뇨 약물	70.8
네덜란드	2008	심장 배당체	3.4
네덜란드	2008	항 부정맥제	2.9
네덜란드	2008	이뇨제	56.1
네덜란드	2008	진통제	11.8
네덜란드	2008	수면제 및 진정제	20.4
네덜란드	2008	항우울제	40.7
네덜란드	2009	소화관 및 신진대사	196.2
네덜란드	2009	제산제	0
네덜란드	2009	소화성궤양 및 위장용 약물	78.3
네덜란드	2009	당뇨 약물	70.5
네덜란드	2009	심장 배당체	3.1
네덜란드	2009	항 부정맥제	2.9
네덜란드	2009	이뇨제	54.6
네덜란드	2009	진통제	12.2
네덜란드	2009	수면제 및 진정제	4.3
네덜란드	2009	항우울제	39.7
네덜란드	2010	소화관 및 신진대사	220.1
네덜란드	2010	제산제	0
네덜란드	2010	소화성궤양 및 위장용 약물	88.3
네덜란드	2010	당뇨 약물	72.3
네덜란드	2010	심장 배당체	3
네덜란드	2010	항 부정맥제	3
네덜란드	2010	이뇨제	54
네덜란드	2010	향균제	10.9
네덜란드	2010	진통제	13.4
네덜란드	2010	수면제 및 진정제	4.8
네덜란드	2010	항우울제	40.4
네덜란드	2011	소화관 및 신진대사	231.1
네덜란드	2011	제산제	0
네덜란드	2011	소화성궤양 및 위장용 약물	99.5
네덜란드	2011	당뇨 약물	72.9
네덜란드	2011	심장 배당체	2.9
네덜란드	2011	항 부정맥제	3
네덜란드	2011	이뇨제	53.9
네덜란드	2011	향균제	11
네덜란드	2011	진통제	14.7
네덜란드	2011	수면제 및 진정제	5.1
네덜란드	2011	항우울제	41.6
네덜란드	2012	소화관 및 신진대사	233.7
네덜란드	2012	제산제	0
네덜란드	2012	소화성궤양 및 위장용 약물	94.8
네덜란드	2012	당뇨 약물	74.1
네덜란드	2012	심장 배당체	2.8
네덜란드	2012	항 부정맥제	3
네덜란드	2012	이뇨제	53.6
네덜란드	2012	향균제	10.9
네덜란드	2012	진통제	16.3
네덜란드	2012	수면제 및 진정제	5.4
네덜란드	2012	항우울제	42.4
네덜란드	2013	소화관 및 신진대사	255.2
네덜란드	2013	제산제	0
네덜란드	2013	소화성궤양 및 위장용 약물	104
네덜란드	2013	당뇨 약물	75.1
네덜란드	2013	심장 배당체	2.7
네덜란드	2013	항 부정맥제	2.9
네덜란드	2013	이뇨제	52.4
네덜란드	2013	향균제	10.5
네덜란드	2013	진통제	12.1
네덜란드	2013	수면제 및 진정제	5.4
네덜란드	2013	항우울제	43.3
네덜란드	2014	소화관 및 신진대사	272.8
네덜란드	2014	제산제	0
네덜란드	2014	소화성궤양 및 위장용 약물	110.8
네덜란드	2014	당뇨 약물	75
네덜란드	2014	심장 배당체	2.5
네덜란드	2014	항 부정맥제	2.9
네덜란드	2014	이뇨제	51.5
네덜란드	2014	향균제	10.3
네덜란드	2014	진통제	13
네덜란드	2014	수면제 및 진정제	5.4
네덜란드	2014	항우울제	44.3
네덜란드	2015	소화관 및 신진대사	289.2
네덜란드	2015	제산제	0
네덜란드	2015	소화성궤양 및 위장용 약물	117
네덜란드	2015	당뇨 약물	75.8
네덜란드	2015	심장 배당체	2.4
네덜란드	2015	항 부정맥제	2.8
네덜란드	2015	이뇨제	50.4
네덜란드	2015	향균제	10.4
네덜란드	2015	진통제	14.2
네덜란드	2015	수면제 및 진정제	5.6
네덜란드	2015	항우울제	45.5
네덜란드	2016	소화관 및 신진대사	305.8
네덜란드	2016	제산제	0
네덜란드	2016	소화성궤양 및 위장용 약물	124.7
네덜란드	2016	당뇨 약물	76.2
네덜란드	2016	심장 배당체	2.3
네덜란드	2016	항 부정맥제	2.8
네덜란드	2016	이뇨제	49.4
네덜란드	2016	향균제	10.1
네덜란드	2016	진통제	14.9
네덜란드	2016	수면제 및 진정제	5.8
네덜란드	2016	항우울제	45.9
네덜란드	2017	소화관 및 신진대사	319.5
네덜란드	2017	제산제	0
네덜란드	2017	소화성궤양 및 위장용 약물	125.1
네덜란드	2017	당뇨 약물	77.4
네덜란드	2017	심장 배당체	2.2
네덜란드	2017	항 부정맥제	2.7
네덜란드	2017	이뇨제	48.9
네덜란드	2017	향균제	9.8
네덜란드	2017	진통제	15.7
네덜란드	2017	수면제 및 진정제	6
네덜란드	2017	항우울제	46.2
네덜란드	2018	소화관 및 신진대사	319.8
네덜란드	2018	제산제	0
네덜란드	2018	소화성궤양 및 위장용 약물	126.4
네덜란드	2018	당뇨 약물	75.2
네덜란드	2018	심장 배당체	2.1
네덜란드	2018	항 부정맥제	2.6
네덜란드	2018	이뇨제	47.7
네덜란드	2018	향균제	9.7
네덜란드	2018	진통제	16.6
네덜란드	2018	수면제 및 진정제	5.7
네덜란드	2018	항우울제	47.2
네덜란드	2019	소화관 및 신진대사	326.2
네덜란드	2019	제산제	0
네덜란드	2019	소화성궤양 및 위장용 약물	128.1
네덜란드	2019	당뇨 약물	76.9
네덜란드	2019	심장 배당체	1.7
네덜란드	2019	항 부정맥제	2.6
네덜란드	2019	이뇨제	47.6
네덜란드	2019	향균제	9.5
네덜란드	2019	진통제	9.6
네덜란드	2019	수면제 및 진정제	5.7
네덜란드	2019	항우울제	47.9
노르웨이	1998	향균제	16.1
노르웨이	1999	소화관 및 신진대사	198.5
노르웨이	1999	제산제	3.7
노르웨이	1999	소화성궤양 및 위장용 약물	19
노르웨이	1999	당뇨 약물	25.4
노르웨이	1999	심장 배당체	6.3
노르웨이	1999	항 부정맥제	1
노르웨이	1999	이뇨제	41.4
노르웨이	1999	진통제	45.2
노르웨이	1999	수면제 및 진정제	30.7
노르웨이	1999	항우울제	36
노르웨이	2000	소화관 및 신진대사	206.6
노르웨이	2000	제산제	3.3
노르웨이	2000	소화성궤양 및 위장용 약물	21.2
노르웨이	2000	당뇨 약물	26.9
노르웨이	2000	심장 배당체	5.8
노르웨이	2000	항 부정맥제	1.1
노르웨이	2000	이뇨제	40.4
노르웨이	2000	진통제	45.5
노르웨이	2000	수면제 및 진정제	31.8
노르웨이	2000	항우울제	40.9
노르웨이	2001	소화관 및 신진대사	218.2
노르웨이	2001	제산제	3
노르웨이	2001	소화성궤양 및 위장용 약물	23.1
노르웨이	2001	당뇨 약물	29.8
노르웨이	2001	심장 배당체	5.4
노르웨이	2001	항 부정맥제	1.1
노르웨이	2001	이뇨제	41.7
노르웨이	2001	향균제	16.4
노르웨이	2001	진통제	46.5
노르웨이	2001	수면제 및 진정제	34.5
노르웨이	2001	항우울제	44.9
노르웨이	2002	소화관 및 신진대사	233.5
노르웨이	2002	제산제	2.8
노르웨이	2002	소화성궤양 및 위장용 약물	25.2
노르웨이	2002	당뇨 약물	32.4
노르웨이	2002	심장 배당체	5.1
노르웨이	2002	항 부정맥제	1.2
노르웨이	2002	이뇨제	42.6
노르웨이	2002	향균제	16.7
노르웨이	2002	진통제	48.4
노르웨이	2002	수면제 및 진정제	36.6
노르웨이	2002	항우울제	48.8
노르웨이	2003	소화관 및 신진대사	246
노르웨이	2003	제산제	2.6
노르웨이	2003	소화성궤양 및 위장용 약물	26.5
노르웨이	2003	당뇨 약물	33.8
노르웨이	2003	심장 배당체	4.6
노르웨이	2003	항 부정맥제	1.2
노르웨이	2003	이뇨제	42.4
노르웨이	2003	향균제	16.6
노르웨이	2003	진통제	49.7
노르웨이	2003	수면제 및 진정제	37.9
노르웨이	2003	항우울제	52.6
노르웨이	2004	소화관 및 신진대사	265.6
노르웨이	2004	제산제	2.4
노르웨이	2004	소화성궤양 및 위장용 약물	28.2
노르웨이	2004	당뇨 약물	36.6
노르웨이	2004	심장 배당체	4.4
노르웨이	2004	항 부정맥제	1.3
노르웨이	2004	이뇨제	45.4
노르웨이	2004	향균제	16.7
노르웨이	2004	진통제	50
노르웨이	2004	수면제 및 진정제	40.5
노르웨이	2004	항우울제	52.3
노르웨이	2005	소화관 및 신진대사	264.8
노르웨이	2005	제산제	2.2
노르웨이	2005	소화성궤양 및 위장용 약물	30.4
노르웨이	2005	당뇨 약물	39.5
노르웨이	2005	심장 배당체	4.1
노르웨이	2005	항 부정맥제	1.4
노르웨이	2005	이뇨제	47.4
노르웨이	2005	향균제	17.7
노르웨이	2005	진통제	52.5
노르웨이	2005	수면제 및 진정제	43.3
노르웨이	2005	항우울제	51.9
노르웨이	2006	소화관 및 신진대사	264.5
노르웨이	2006	제산제	2.1
노르웨이	2006	소화성궤양 및 위장용 약물	33.2
노르웨이	2006	당뇨 약물	42.2
노르웨이	2006	심장 배당체	3.9
노르웨이	2006	항 부정맥제	1.5
노르웨이	2006	이뇨제	50.3
노르웨이	2006	향균제	16
노르웨이	2006	진통제	54.1
노르웨이	2006	수면제 및 진정제	45.1
노르웨이	2006	항우울제	52.8
노르웨이	2007	소화관 및 신진대사	274.4
노르웨이	2007	제산제	2
노르웨이	2007	소화성궤양 및 위장용 약물	36.1
노르웨이	2007	당뇨 약물	44
노르웨이	2007	심장 배당체	3.6
노르웨이	2007	항 부정맥제	1.5
노르웨이	2007	이뇨제	51.3
노르웨이	2007	향균제	16.6
노르웨이	2007	진통제	55.9
노르웨이	2007	수면제 및 진정제	47.1
노르웨이	2007	항우울제	54.9
노르웨이	2008	소화관 및 신진대사	275
노르웨이	2008	제산제	1.8
노르웨이	2008	소화성궤양 및 위장용 약물	39.7
노르웨이	2008	당뇨 약물	46.2
노르웨이	2008	심장 배당체	3.1
노르웨이	2008	항 부정맥제	1.6
노르웨이	2008	이뇨제	53.1
노르웨이	2008	향균제	16.9
노르웨이	2008	진통제	57.6
노르웨이	2008	수면제 및 진정제	47.7
노르웨이	2008	항우울제	55
노르웨이	2009	소화관 및 신진대사	269.9
노르웨이	2009	제산제	1.7
노르웨이	2009	소화성궤양 및 위장용 약물	42.3
노르웨이	2009	당뇨 약물	47.2
노르웨이	2009	심장 배당체	2.8
노르웨이	2009	항 부정맥제	1.7
노르웨이	2009	이뇨제	52.8
노르웨이	2009	향균제	16.3
노르웨이	2009	진통제	58.7
노르웨이	2009	수면제 및 진정제	48.3
노르웨이	2009	항우울제	55.6
노르웨이	2010	소화관 및 신진대사	257.8
노르웨이	2010	제산제	1.6
노르웨이	2010	소화성궤양 및 위장용 약물	45
노르웨이	2010	당뇨 약물	48.3
노르웨이	2010	심장 배당체	2.4
노르웨이	2010	항 부정맥제	1.8
노르웨이	2010	이뇨제	47.6
노르웨이	2010	향균제	16.8
노르웨이	2010	진통제	58
노르웨이	2010	수면제 및 진정제	47.8
노르웨이	2010	항우울제	56.5
노르웨이	2011	소화관 및 신진대사	252.4
노르웨이	2011	제산제	1.6
노르웨이	2011	소화성궤양 및 위장용 약물	47.6
노르웨이	2011	당뇨 약물	48.4
노르웨이	2011	심장 배당체	2.2
노르웨이	2011	항 부정맥제	2
노르웨이	2011	이뇨제	42.9
노르웨이	2011	향균제	17.5
노르웨이	2011	진통제	59.5
노르웨이	2011	수면제 및 진정제	47.2
노르웨이	2011	항우울제	57.7
노르웨이	2012	소화관 및 신진대사	256
노르웨이	2012	제산제	1.5
노르웨이	2012	소화성궤양 및 위장용 약물	50.7
노르웨이	2012	당뇨 약물	48.4
노르웨이	2012	심장 배당체	2.2
노르웨이	2012	항 부정맥제	2
노르웨이	2012	이뇨제	40.9
노르웨이	2012	향균제	17.9
노르웨이	2012	진통제	60.5
노르웨이	2012	수면제 및 진정제	45.3
노르웨이	2012	항우울제	57.5
노르웨이	2013	소화관 및 신진대사	257.9
노르웨이	2013	제산제	1.5
노르웨이	2013	소화성궤양 및 위장용 약물	53.1
노르웨이	2013	당뇨 약물	48.7
노르웨이	2013	심장 배당체	1.9
노르웨이	2013	항 부정맥제	2.1
노르웨이	2013	이뇨제	38.8
노르웨이	2013	향균제	17.2
노르웨이	2013	진통제	61.9
노르웨이	2013	수면제 및 진정제	46
노르웨이	2013	항우울제	56.9
노르웨이	2014	소화관 및 신진대사	264.4
노르웨이	2014	제산제	1.5
노르웨이	2014	소화성궤양 및 위장용 약물	56.6
노르웨이	2014	당뇨 약물	50.1
노르웨이	2014	심장 배당체	1.6
노르웨이	2014	항 부정맥제	2.1
노르웨이	2014	이뇨제	37
노르웨이	2014	향균제	16.9
노르웨이	2014	진통제	63
노르웨이	2014	수면제 및 진정제	46.2
노르웨이	2014	항우울제	57.1
노르웨이	2015	소화관 및 신진대사	270.6
노르웨이	2015	제산제	1.5
노르웨이	2015	소화성궤양 및 위장용 약물	59.1
노르웨이	2015	당뇨 약물	51.5
노르웨이	2015	심장 배당체	1.4
노르웨이	2015	항 부정맥제	2.2
노르웨이	2015	이뇨제	35.2
노르웨이	2015	향균제	16.8
노르웨이	2015	진통제	64
노르웨이	2015	수면제 및 진정제	45.6
노르웨이	2015	항우울제	58
노르웨이	2016	소화관 및 신진대사	279.1
노르웨이	2016	제산제	1.5
노르웨이	2016	소화성궤양 및 위장용 약물	62.8
노르웨이	2016	당뇨 약물	53
노르웨이	2016	심장 배당체	1.3
노르웨이	2016	항 부정맥제	2.3
노르웨이	2016	이뇨제	33.6
노르웨이	2016	향균제	16.2
노르웨이	2016	진통제	66
노르웨이	2016	수면제 및 진정제	45.8
노르웨이	2016	항우울제	57.6
노르웨이	2017	소화관 및 신진대사	289
노르웨이	2017	제산제	1.5
노르웨이	2017	소화성궤양 및 위장용 약물	65.4
노르웨이	2017	당뇨 약물	55.4
노르웨이	2017	심장 배당체	1.1
노르웨이	2017	항 부정맥제	2.3
노르웨이	2017	이뇨제	32
노르웨이	2017	향균제	15.7
노르웨이	2017	진통제	67.3
노르웨이	2017	수면제 및 진정제	45.2
노르웨이	2017	항우울제	57.3
노르웨이	2018	소화관 및 신진대사	275.1
노르웨이	2018	제산제	1.4
노르웨이	2018	소화성궤양 및 위장용 약물	67.3
노르웨이	2018	당뇨 약물	56.2
노르웨이	2018	심장 배당체	1
노르웨이	2018	항 부정맥제	2.4
노르웨이	2018	이뇨제	31.7
노르웨이	2018	향균제	15.3
노르웨이	2018	진통제	68.6
노르웨이	2018	수면제 및 진정제	44.5
노르웨이	2018	항우울제	56.2
노르웨이	2019	소화관 및 신진대사	263.1
노르웨이	2019	제산제	1.4
노르웨이	2019	소화성궤양 및 위장용 약물	70.3
노르웨이	2019	당뇨 약물	58.5
노르웨이	2019	심장 배당체	1
노르웨이	2019	항 부정맥제	2.5
노르웨이	2019	이뇨제	30.8
노르웨이	2019	향균제	14.9
노르웨이	2019	진통제	71.6
노르웨이	2019	수면제 및 진정제	46.8
노르웨이	2019	항우울제	57.9
노르웨이	2020	소화관 및 신진대사	269.7
노르웨이	2020	제산제	1.5
노르웨이	2020	소화성궤양 및 위장용 약물	72
노르웨이	2020	당뇨 약물	59.9
노르웨이	2020	심장 배당체	0.9
노르웨이	2020	항 부정맥제	2.5
노르웨이	2020	이뇨제	29.8
노르웨이	2020	진통제	73.5
노르웨이	2020	수면제 및 진정제	46.8
노르웨이	2020	항우울제	58.7
폴란드	1998	향균제	21.6
폴란드	1999	향균제	23
폴란드	2000	향균제	22.1
폴란드	2001	향균제	23.8
폴란드	2002	향균제	19.8
폴란드	2014	향균제	21.2
폴란드	2015	향균제	24.1
폴란드	2016	향균제	22
폴란드	2017	향균제	25.4
폴란드	2018	향균제	24.4
폴란드	2019	향균제	23.6
포르투갈	2000	소화관 및 신진대사	171.1
포르투갈	2000	제산제	0.7
포르투갈	2000	소화성궤양 및 위장용 약물	24.8
포르투갈	2000	당뇨 약물	50.5
포르투갈	2000	심장 배당체	8.6
포르투갈	2000	항 부정맥제	6.9
포르투갈	2000	이뇨제	40.6
포르투갈	2000	진통제	12.2
포르투갈	2000	수면제 및 진정제	20.1
포르투갈	2000	항우울제	32.4
포르투갈	2001	소화관 및 신진대사	175.8
포르투갈	2001	제산제	0.7
포르투갈	2001	소화성궤양 및 위장용 약물	27.9
포르투갈	2001	당뇨 약물	56.8
포르투갈	2001	심장 배당체	8.2
포르투갈	2001	항 부정맥제	7
포르투갈	2001	이뇨제	42.5
포르투갈	2001	진통제	12.2
